model,scenario,region,variable,unit,subannual,2010,2015,2020,2025,2030,2035,2040,2045,2050
REMES:EU 1.0,Reference,      Greece,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,       52.86,       56.89,       62.58,       67.32,       70.07,       72.45,       74.89,       77.35,       80.61
REMES:EU 1.0,Reference,      Greece,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,      158.57,      170.68,      187.74,      201.95,      210.21,      217.34,      224.67,      232.06,      241.83
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,       50.38,       57.55,       66.69,       68.78,       74.30,       80.07,       85.52,       91.37,       97.90
REMES:EU 1.0,Reference,     Hungary,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,      151.13,      172.64,      200.08,      206.35,      222.89,      240.21,      256.55,      274.11,      293.69
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,       45.11,       49.91,       55.55,       58.19,       65.35,       72.77,       80.05,       86.66,       93.22
REMES:EU 1.0,Reference,     Ireland,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,      135.34,      149.72,      166.65,      174.57,      196.05,      218.30,      240.14,      259.98,      279.65
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,      770.84,      832.17,      908.90,      887.73,      925.61,      951.59,      968.55,      984.78,     1001.94
REMES:EU 1.0,Reference,       Italy,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,     2312.51,     2496.51,     2726.71,     2663.20,     2776.83,     2854.78,     2905.65,     2954.35,     3005.81
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,        3.72,        4.58,        6.51,        5.82,        6.43,        6.95,        7.44,        7.92,        8.30
REMES:EU 1.0,Reference,   Lithuania,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,       11.15,       13.75,       19.52,       17.45,       19.28,       20.84,       22.32,       23.75,       24.89
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,        8.74,        9.87,       11.47,       11.06,       11.21,       11.10,       10.74,       10.15,        9.32
REMES:EU 1.0,Reference,  Luxembourg,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,       26.21,       29.62,       34.40,       33.19,       33.64,       33.30,       32.22,       30.44,       27.96
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,        3.50,        4.01,        4.75,        4.81,        4.84,        4.95,        5.08,        5.19,        5.21
REMES:EU 1.0,Reference,      Latvia,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,       10.50,       12.02,       14.25,       14.44,       14.53,       14.86,       15.23,       15.56,       15.63
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,        4.26,        4.91,        5.96,        5.82,        6.88,        8.01,        9.13,       10.20,       11.16
REMES:EU 1.0,Reference,       Malta,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,       12.78,       14.73,       17.87,       17.47,       20.65,       24.03,       27.39,       30.60,       33.49
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,       30.62,       34.12,       35.00,       43.60,       47.08,       51.88,       57.21,       62.73,       68.15
REMES:EU 1.0,Reference,      Poland,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,       91.86,      102.36,      104.99,      130.79,      141.23,      155.65,      171.64,      188.18,      204.45
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,      189.87,      214.58,      255.03,      246.82,      263.14,      276.69,      287.46,      298.12,      310.42
REMES:EU 1.0,Reference,    Portugal,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,      569.60,      643.75,      765.09,      740.46,      789.42,      830.08,      862.39,      894.37,      931.26
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiALUM       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiTRDI       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiNGAS       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiSERV       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiTRAN       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiELCE       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiCHEA       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiCONS       ,billion EUR_2020/yr,Year,       26.88,       34.56,       45.98,       48.14,       54.48,       61.71,       69.19,       76.65,       83.80
REMES:EU 1.0,Reference,     Romania,Labor|Low Skill|FemaleiH2         ,billion EUR_2020/yr,Year,       80.65,      103.69,      137.94,      144.41,      163.44,      185.14,      207.56,      229.96,      251.41
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiAGRI       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiINDU       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiCOAL       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
REMES:EU 1.0,Reference,      Sweden,Labor|Low Skill|FemaleiCOIL       ,billion EUR_2020/yr,Year,       77.62,       85.04,       93.59,       97.26,      104.20,      111.50,      118.81,      126.23,      133.23
