model,scenario,region,variable,unit,subannual,2010,2015,2020,2025,2030,2035,2040,2045,2050
REMES:EU 1.0,Reference,   Lithuania,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.05,        0.06,        0.06,        0.06,        0.06,        0.07,        0.07,        0.08,        0.08
REMES:EU 1.0,Reference,   Lithuania,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.04,        0.04,        0.05,        0.06,        0.08,        0.09,        0.10,        0.12,        0.14
REMES:EU 1.0,Reference,   Lithuania,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,   Lithuania,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,   Lithuania,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,   Lithuania,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,   Lithuania,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,   Lithuania,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.01
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.03,        0.03,        0.03,        0.03,        0.04,        0.04,        0.04,        0.05,        0.05
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        0.62,        0.70,        0.78,        0.83,        0.90,        0.97,        1.03,        1.08,        1.11
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.05,        0.05,        0.06,        0.06,        0.07,        0.07,        0.07,        0.08,        0.08
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.56,        0.66,        0.79,        0.94,        1.06,        1.17,        1.26,        1.33,        1.35
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.02,        0.03,        0.03,        0.03,        0.03
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.16,        0.19,        0.23,        0.24,        0.28,        0.31,        0.34,        0.37,        0.39
REMES:EU 1.0,Reference,  Luxembourg,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02,        0.02
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        0.28,        0.32,        0.36,        0.34,        0.35,        0.38,        0.40,        0.43,        0.45
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.04,        0.04,        0.05,        0.04,        0.05,        0.05,        0.05,        0.05,        0.06
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.05,        0.06,        0.07,        0.09,        0.10,        0.11,        0.12,        0.14,        0.15
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,      Latvia,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02,        0.03,        0.03
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        0.06,        0.07,        0.09,        0.09,        0.11,        0.13,        0.16,        0.18,        0.21
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02,        0.02,        0.02
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.03,        0.04,        0.05,        0.07,        0.09,        0.11,        0.14
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.02,        0.03,        0.03,        0.05,        0.06
REMES:EU 1.0,Reference,       Malta,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.02,        0.02,        0.02,        0.03,        0.03,        0.03
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.03,        0.03,        0.04,        0.04,        0.04,        0.04,        0.04,        0.03,        0.02
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01,        0.00
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.09,        0.10,        0.12,        0.13,        0.16,        0.18,        0.20,        0.21,        0.19
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02,        0.03
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01,        0.02,        0.02
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.05,        0.06,        0.07,        0.07,        0.08,        0.10,        0.11,        0.13,        0.14
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        2.15,        2.56,        3.02,        2.99,        3.51,        4.18,        5.03,        6.00,        7.02
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.28,        0.33,        0.38,        0.34,        0.37,        0.42,        0.48,        0.54,        0.60
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.26,        0.32,        0.39,        0.52,        0.65,        0.83,        1.05,        1.31,        1.58
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.01,        0.01,        0.01,        0.02,        0.03,        0.04
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.07,        0.09,        0.11,        0.13,        0.17,        0.23,        0.31,        0.43,        0.59
REMES:EU 1.0,Reference,      Poland,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.01,        0.02,        0.02,        0.03,        0.04,        0.05,        0.07,        0.09,        0.11
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.01,        0.01,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.09,        0.10,        0.10,        0.10,        0.11,        0.11,        0.11,        0.11,        0.09
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.06,        0.06,        0.07,        0.07,        0.07,        0.07,        0.08,        0.08,        0.09
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        1.80,        1.98,        2.20,        2.06,        2.18,        2.31,        2.43,        2.58,        2.76
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.25,        0.27,        0.29,        0.27,        0.28,        0.29,        0.31,        0.32,        0.34
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.28,        0.32,        0.37,        0.44,        0.50,        0.56,        0.63,        0.70,        0.80
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.05,        0.06,        0.07,        0.07,        0.08,        0.10,        0.11,        0.13,        0.16
REMES:EU 1.0,Reference,    Portugal,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.02,        0.02,        0.02,        0.02,        0.02,        0.03,        0.03
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.01,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.01
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.06,        0.07,        0.08,        0.08,        0.09,        0.10,        0.11,        0.12,        0.11
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.01,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.03,        0.03,        0.04,        0.04,        0.05,        0.06,        0.07
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        0.52,        0.64,        0.77,        0.78,        0.95,        1.15,        1.39,        1.70,        2.07
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.07,        0.08,        0.09,        0.08,        0.10,        0.11,        0.13,        0.15,        0.17
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.13,        0.16,        0.19,        0.26,        0.34,        0.42,        0.52,        0.65,        0.82
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.02,        0.02,        0.03,        0.04,        0.05,        0.08
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Romania,Consumption|Government|pCONS       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.01,        0.01,        0.01,        0.01,        0.02,        0.02,        0.03
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pOIL        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pGSL        |Imported,billion EUR_2020/yr,Year,        0.03,        0.03,        0.04,        0.04,        0.04,        0.05,        0.05,        0.05,        0.05
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pDSL        |Imported,billion EUR_2020/yr,Year,        0.04,        0.04,        0.05,        0.05,        0.05,        0.05,        0.05,        0.05,        0.04
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pHDI        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pNG         |Imported,billion EUR_2020/yr,Year,        0.17,        0.19,        0.20,        0.22,        0.23,        0.25,        0.24,        0.20,        0.15
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pCOA        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pBIO        |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pFUL        |Imported,billion EUR_2020/yr,Year,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02,        0.02
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pH2         |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pAGRI       |Imported,billion EUR_2020/yr,Year,        0.05,        0.06,        0.07,        0.07,        0.08,        0.09,        0.10,        0.11,        0.12
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pINDU       |Imported,billion EUR_2020/yr,Year,        2.80,        3.18,        3.61,        3.70,        3.99,        4.32,        4.68,        5.07,        5.46
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pALUM       |Imported,billion EUR_2020/yr,Year,        0.28,        0.31,        0.35,        0.33,        0.35,        0.36,        0.38,        0.40,        0.41
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pSERV       |Imported,billion EUR_2020/yr,Year,        0.85,        1.01,        1.19,        1.50,        1.75,        2.04,        2.37,        2.74,        3.14
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pTRAN       |Imported,billion EUR_2020/yr,Year,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pELEC       |Imported,billion EUR_2020/yr,Year,        0.01,        0.02,        0.02,        0.02,        0.03,        0.03,        0.03,        0.03,        0.04
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pTRDI       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pHTWT       |Imported,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,      Sweden,Consumption|Government|pCHEA       |Imported,billion EUR_2020/yr,Year,        0.05,        0.05,        0.06,        0.08,        0.10,        0.12,        0.14,        0.17,        0.21
